Unnamed: 0,index,Hospital Name,Address,State,ZIP Code,County Name,Condition,Measure Name,Score
473,473,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,OH,45220,HAMILTON,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
474,474,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,DC,20422,DISTRICT OF,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,179.0
475,475,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,SC,29209,RICHLAND,Acute Myocardial Infarction (AMI),Median Time to ECG,
476,476,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,IN,46953,GRANT,Preventative Care Measures,Patients assessed and given influenza vaccination,98.0
477,477,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,NY,12208,ALBANY,Acute Myocardial Infarction (AMI),Median Time to ECG,
478,478,COATESVILLE VA MEDICAL CENTER,1400 BLACK HORSE HILL ROAD,PA,19320,CHESTER,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
479,479,MADISON VA MEDICAL CENTER,2500 OVERLOOK TERRACE,WI,53705,DANE,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
480,480,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,PA,18711,LUZERNE,Emergency Department (ED) Measures,Median time to pain med,
481,481,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,TN,37212,DAVIDSON,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,6.0
482,482,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM,1601 S W ARCHER ROAD,FL,32608,ALACHUA,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
483,483,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,PA,17042,LEBANON,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
484,484,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,TN,37212,DAVIDSON,Emergency Department (ED) Measures,Head CT results,
485,485,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,FL,33125,MIAMI-DADE,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
486,486,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,215 PERRY HILL ROAD,AL,36109,MONTGOMERY,Emergency Department (ED) Measures,Median time to pain med,
487,487,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,NY,13210,ONONDAGA,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
488,488,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,PA,16504,ERIE,Emergency Department (ED) Measures,Door to diagnostic eval,
489,489,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,NJ,7018,ESSEX,Emergency Department (ED) Measures,Median time to pain med,
490,490,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,IL,60141,COOK,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
491,491,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,NY,10468,BRONX,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,222.0
492,492,WHITE RIVER JCT VA MEDICAL CENTER,163 VETERANS DRIVE,VT,5009,WINDSOR,Emergency Department (ED) Measures,Head CT results,
493,493,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,WI,54660,MONROE,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
494,494,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,MO,65201,BOONE,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
495,495,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,SC,29401,CHARLESTON,Emergency Department (ED) Measures,Head CT results,
496,496,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,SC,29401,CHARLESTON,Emergency Department (ED) Measures,Median time to pain med,
497,497,TUSCALOOSA VA MEDICAL CENTER,"3701 LOOP ROAD, EAST",AL,35404,TUSCALOOSA,Emergency Department (ED) Measures,Door to diagnostic eval,
498,498,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,OH,45428,MONTGOMERY,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,148.0
499,499,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NY,11768,SUFFOLK,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,95.0
500,500,UPSTATE NEW YORK VA HEALTHCARE SYSTEM - WESTERN NY,3495 BAILEY AVENUE,NY,14215,ERIE,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,185.0
501,501,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,DE,19805,NEW CASTLE,Acute Myocardial Infarction (AMI),Median Time to Transfer to Another Facility for Acute Coronary Intervention,
502,502,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,MO,65201,BOONE,Emergency Department (ED) Measures,Door to diagnostic eval,
503,503,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,KY,40502,FAYETTE,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
504,504,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM,1601 S W ARCHER ROAD,FL,32608,ALACHUA,Preventative Care Measures,Patients assessed and given influenza vaccination,79.0
505,505,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,NC,28805,BUNCOMBE,Emergency Department (ED) Measures,Door to diagnostic eval,
506,506,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,OH,45220,HAMILTON,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
507,507,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,FL,33125,MIAMI-DADE,Acute Myocardial Infarction (AMI),Median Time to ECG,
508,508,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,VA,23249,RICHMOND CI,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
509,509,PROVIDENCE VA MEDICAL CENTER,830 CHALKSTONE AVENUE,RI,2908,PROVIDENCE,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
510,510,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NY,11768,SUFFOLK,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
511,511,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,VA,23249,RICHMOND CI,Emergency Department (ED) Measures,Door to diagnostic eval,
512,512,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,DC,20422,DISTRICT OF,Emergency Department (ED) Measures,Median time to pain med,
513,513,MILWAUKEE VA MEDICAL CENTER,5000 W. NATIONAL AVENUE,WI,53295,MILWAUKEE,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
514,514,CHILLICOTHE VA MEDICAL CENTER,17273 STATE ROUTE 104,OH,45601,ROSS,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
515,515,CLEVELAND-WADE PARK VA MEDICAL CENTER,10701 EAST BLVD,OH,44106,CUYAHOGA,Emergency Department (ED) Measures,Median time to pain med,
516,516,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,KY,40502,FAYETTE,Emergency Department (ED) Measures,Head CT results,
517,517,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,FL,33410,PALM BEACH,Emergency Department (ED) Measures,Door to diagnostic eval,
518,518,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,IN,46953,GRANT,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
519,519,MADISON VA MEDICAL CENTER,2500 OVERLOOK TERRACE,WI,53705,DANE,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,245.0
520,520,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,VA,24153,SALEM,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,284.0
521,521,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,NY,10468,BRONX,Acute Myocardial Infarction (AMI),Median Time to Transfer to Another Facility for Acute Coronary Intervention,
522,522,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,OH,45428,MONTGOMERY,Emergency Department (ED) Measures,Head CT results,
523,523,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,215 PERRY HILL ROAD,AL,36109,MONTGOMERY,Acute Myocardial Infarction (AMI),Median Time to ECG,
524,524,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,IN,46202,MARION,Acute Myocardial Infarction (AMI),Median Time to ECG,
525,525,BATTLE CREEK VA MEDICAL CENTER,5500 ARMSTRONG RD.,MI,49037,CALHOUN,Emergency Department (ED) Measures,Median time to pain med,
526,526,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,GA,30904,RICHMOND,Acute Myocardial Infarction (AMI),Median Time to Transfer to Another Facility for Acute Coronary Intervention,
527,527,MADISON VA MEDICAL CENTER,2500 OVERLOOK TERRACE,WI,53705,DANE,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
528,528,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,VA,23249,RICHMOND CI,Acute Myocardial Infarction (AMI),Median Time to Transfer to Another Facility for Acute Coronary Intervention,
529,529,CHILLICOTHE VA MEDICAL CENTER,17273 STATE ROUTE 104,OH,45601,ROSS,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
530,530,BATTLE CREEK VA MEDICAL CENTER,5500 ARMSTRONG RD.,MI,49037,CALHOUN,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,
531,531,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,IL,61832,VERMILION,Emergency Department (ED) Measures,Median time to pain med,
532,532,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,DE,19805,NEW CASTLE,Emergency Department (ED) Measures,Door to diagnostic eval,
533,533,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,NY,13210,ONONDAGA,Acute Myocardial Infarction (AMI),Median Time to ECG,
534,534,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,GA,30904,RICHMOND,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
535,535,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,MO,65201,BOONE,Preventative Care Measures,Patients assessed and given influenza vaccination,92.0
536,536,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,IL,60064,LAKE,Acute Myocardial Infarction (AMI),Median Time to ECG,
537,537,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,DE,19805,NEW CASTLE,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
538,538,UPSTATE NEW YORK VA HEALTHCARE SYSTEM - WESTERN NY,3495 BAILEY AVENUE,NY,14215,ERIE,Preventative Care Measures,Patients assessed and given influenza vaccination,69.0
539,539,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,WV,25405,BERKELEY,Emergency Department (ED) Measures,Head CT results,
540,540,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,TN,37212,DAVIDSON,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
541,541,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,215 PERRY HILL ROAD,AL,36109,MONTGOMERY,Emergency Department (ED) Measures,Head CT results,
542,542,SAGINAW VA MEDICAL CENTER,1500 WEISS STREET,MI,48602,SAGINAW,Emergency Department (ED) Measures,Median time to pain med,
543,543,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,MA,1053,HAMPSHIRE,Emergency Department (ED) Measures,Door to diagnostic eval,
544,544,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PA,19104,PHILADELPHI,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,283.0
545,545,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,VA,23667,HAMPTON CIT,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,357.0
546,546,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,MA,2130,SUFFOLK,Emergency Department (ED) Measures,Door to diagnostic eval,
547,547,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,IN,46953,GRANT,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,220.0
548,548,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,DE,19805,NEW CASTLE,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
549,549,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,NC,28301,CUMBERLAND,Emergency Department (ED) Measures,Head CT results,
550,550,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,VA,23667,HAMPTON CIT,Emergency Department (ED) Measures,Median time to pain med,
551,551,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,IN,46953,GRANT,Acute Myocardial Infarction (AMI),Median Time to Transfer to Another Facility for Acute Coronary Intervention,
552,552,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,MA,1053,HAMPSHIRE,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
553,553,IRON MOUNTAIN MI VA MEDICAL CENTER,325 EAST H STREET,MI,49801,DICKINSON,Acute Myocardial Infarction (AMI),Median Time to Transfer to Another Facility for Acute Coronary Intervention,
554,554,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NY,10010,NEW YORK,Acute Myocardial Infarction (AMI),Median Time to Transfer to Another Facility for Acute Coronary Intervention,
555,555,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO,820 S DAMEN STREET,IL,60612,COOK,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
556,556,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,PA,17042,LEBANON,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,346.0
557,557,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,WI,54660,MONROE,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,
558,558,IRON MOUNTAIN MI VA MEDICAL CENTER,325 EAST H STREET,MI,49801,DICKINSON,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
559,559,IRON MOUNTAIN MI VA MEDICAL CENTER,325 EAST H STREET,MI,49801,DICKINSON,Emergency Department (ED) Measures,Head CT results,
560,560,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,MA,2130,SUFFOLK,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
561,561,TOGUS VA MEDICAL CENTER,1 VA CENTER,ME,4330,KENNEBEC,Emergency Department (ED) Measures,Door to diagnostic eval,
562,562,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NY,11768,SUFFOLK,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
563,563,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,NC,28805,BUNCOMBE,Preventative Care Measures,Patients assessed and given influenza vaccination,84.0
564,564,TOGUS VA MEDICAL CENTER,1 VA CENTER,ME,4330,KENNEBEC,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
565,565,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,GA,30033,DEKALB,Emergency Department (ED) Measures,Median time to pain med,
566,566,TUSCALOOSA VA MEDICAL CENTER,"3701 LOOP ROAD, EAST",AL,35404,TUSCALOOSA,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,
567,567,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,GA,31021,LAURENS,Preventative Care Measures,Patients assessed and given influenza vaccination,66.0
568,568,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,IL,60064,LAKE,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,280.0
569,569,WEST HAVEN VA MEDICAL CENTER,950 CAMPBELL AVENUE,CT,6516,NEW HAVEN,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,354.0
570,570,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,215 PERRY HILL ROAD,AL,36109,MONTGOMERY,Emergency Department (ED) Measures,Door to diagnostic eval,
571,571,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,VA,23249,RICHMOND CI,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
572,572,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,TN,38104,SHELBY,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,290.0
573,573,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,TN,37212,DAVIDSON,Acute Myocardial Infarction (AMI),Median Time to ECG,
574,574,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,DC,20422,DISTRICT OF,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
575,575,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PA,19104,PHILADELPHI,Emergency Department (ED) Measures,Head CT results,
576,576,HUNTINGTON VA MEDICAL CENTER,1540 SPRING VALLEY ROAD,WV,25704,WAYNE,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,218.0
577,577,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,FL,33612,HILLSBOROUG,Emergency Department (ED) Measures,Door to diagnostic eval,
578,578,DETROIT (JOHN D. DINGELL) VA MEDICAL CENTER,4646 JOHN R.,MI,48201,WAYNE,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
579,579,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,FL,33410,PALM BEACH,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
580,580,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM,1601 S W ARCHER ROAD,FL,32608,ALACHUA,Emergency Department (ED) Measures,Door to diagnostic eval,
581,581,PROVIDENCE VA MEDICAL CENTER,830 CHALKSTONE AVENUE,RI,2908,PROVIDENCE,Emergency Department (ED) Measures,Median time to pain med,
582,582,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,GA,30033,DEKALB,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
583,583,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,DE,19805,NEW CASTLE,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
584,584,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,MD,21201,BALTIMORE C,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
585,585,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,NC,28805,BUNCOMBE,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,51.0
586,586,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,DE,19805,NEW CASTLE,Preventative Care Measures,Patients assessed and given influenza vaccination,86.0
587,587,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,WV,25405,BERKELEY,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,91.0
588,588,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,IL,60064,LAKE,Preventative Care Measures,Patients assessed and given influenza vaccination,77.0
589,589,WHITE RIVER JCT VA MEDICAL CENTER,163 VETERANS DRIVE,VT,5009,WINDSOR,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
590,590,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,FL,33125,MIAMI-DADE,Emergency Department (ED) Measures,Median time to pain med,
591,591,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,NY,10468,BRONX,Acute Myocardial Infarction (AMI),Median Time to ECG,
592,592,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,NY,12208,ALBANY,Emergency Department (ED) Measures,Median time to pain med,
593,593,CLEVELAND-WADE PARK VA MEDICAL CENTER,10701 EAST BLVD,OH,44106,CUYAHOGA,Acute Myocardial Infarction (AMI),Median Time to Transfer to Another Facility for Acute Coronary Intervention,
594,594,WEST HAVEN VA MEDICAL CENTER,950 CAMPBELL AVENUE,CT,6516,NEW HAVEN,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
595,595,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,DE,19805,NEW CASTLE,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,261.0
596,596,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,WV,25405,BERKELEY,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
597,597,DETROIT (JOHN D. DINGELL) VA MEDICAL CENTER,4646 JOHN R.,MI,48201,WAYNE,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,219.0
